label,review
0,i have not come across such a drag of a dyke in quite some time can you possibly be more banal please do mute away
0,who gives a shit about the kneeling nigger football league not me their hero and ringleader unemployed colon and his muzzie girlfriend are sdumbshits with a sum iq of <number>
1,lool it bare gyal clown i see that get no gyal they just sad cus they get no bitches but do the most to get em try harder
1,there a bunch of faggots in my st period communicating by whistling i wanna beat their asses
1,clearly the libtard ground wale found a nigger to screw her probably the only time in her life she ever got laid how do you fuck a fat woman leaf threw the folds of fat until you find one that smells like shit then turn back one
0,probably cos you have had the moslem clit clip your pussy sowed up so the goat probably pushes back more enthusiastically fgm moslems are the problem
1,as fully vested members of the same grisly club you can always count on the queers to side with the murderous abortionists in a moving display of solidarity among separate but equal planks in the culture of death ireland
0,beat it asshole i have already argued with enough kyke shills today
0,like someone said would not it be a hoot if a moslem bakery refused to bake a cake for a couple of faggots
0,could someone explain to me why this kike is typing like a nigger i mean is the hasbara program so cheap that these jews are still using flip phones from the
0,a moslem ban from the beginning would have been better
0,give the little nigglet a mudcookie
0,the enemy is the jew do not take your eye off the target there would not be muzzies flooding london if it wasn t for the jews
1,can you all niggers stop asking if i am sick that just how i look wali idurdkdieej
1,you are i am retarded
0,dude you are a fucking idiot skepticism nihilism and trying to gaslight me are not arguments miss me with that kike shit
0,get fucking gassed kike
0,no because the nigger word should only be used by blax when whites use it they should be killed
0,hey how about stormer women rally and take this nigger raping whore on if she ever again shows her face on gab
0,all high level bolsheviks were <percent> kosher the only russians involved were low level muscle golden rule if a kike says it it will almost always be a lie
0,meet the jew brainwashed nigger who brought down the nfl by trying to bring down whitey maga white genocide alt right jewish war on whites nfl kaepernick
0,what you think tomorrow the world will wake up to find all darkie flathead dindunuffins taking their last gasp
0,apparently this nigger does not know how america was created
0,london mayor suckdiq kahn has room for a fellow muzzie terrorist
1,o the white man worries but the nigger do not care cuz at the end of the mumff his check will be there
1,there is a mental health question with jeb if he needed to marry a wetback for politics his family has enough money he could have gotten a telenova star
